depth,planned_depth,dive_time,planned_dive_time,heart_rate,ascent_rate,gas_remaining,decompression_status,risk_level
14.873671990078508,18.582630968945764,82.35593281144591,42.0914706754207,69.92769532578387,2.8811397270239505,50.12403457242662,NORMAL,LOW
46.480118186018295,17.70348047972455,42.767015129341836,34.24539139769792,129.5462103005209,12.707033535870375,37.66875820495107,NORMAL,HIGH
21.80198834345412,12.869822833385673,17.722018855037817,60.38448081103447,129.8477555280379,12.367224507337099,51.17653552425235,NORMAL,MEDIUM
55.54055770871481,27.367618067684944,11.752850243957338,92.81838589586629,85.62864638149323,0.40354419690180054,80.37742120755652,NORMAL,LOW
5.821195476513879,27.579568043372753,37.40347620493543,42.84241446912294,129.6980425280567,4.62865358586385,61.46323881798082,NORMAL,LOW
8.129282100853993,36.41701801018979,62.403604573773244,72.20682200525422,116.86840275971436,4.273856110219437,53.169045896273886,WARNING,MEDIUM
48.42306737984228,36.33036288726671,78.33307326788457,94.42176485036012,101.62778787162884,12.913380679599896,74.39493707046884,NORMAL,MEDIUM
43.72906927515924,15.728810982132977,66.69805949328216,57.006044948485794,83.60220742234208,5.395693685019505,28.112840318985306,NORMAL,MEDIUM
55.28664960020986,17.622760236243558,119.12000613935004,97.18961623669503,105.74577679818084,14.606645594520243,98.86167136485105,NORMAL,HIGH
34.046936056150116,36.30516184161311,54.62722281386697,94.72712570886445,104.5514342748667,9.278472464643409,54.19661548541554,NORMAL,MEDIUM
52.254617453735065,48.23313850283927,26.329015931962317,93.07797019367808,122.95351721576672,2.997211668309773,94.27699748201829,NORMAL,MEDIUM
37.247996808324274,18.78335351145528,57.408473005704906,73.9957646130261,75.64443209863275,1.082583611697563,90.47652275441926,NORMAL,LOW
55.90961952997869,10.708956606061255,48.41733715794302,70.3813036356145,93.32084889948194,2.6248879032465826,12.4075344708483,NORMAL,MEDIUM
56.10809781075924,30.664744051440813,114.28752807922773,33.279032933361606,128.62557411154768,0.16871757388844055,60.86551252264072,NORMAL,MEDIUM
55.65387368101131,27.294760777823438,106.50108310490644,52.66887493597662,115.19027575700146,11.449545586879545,86.63252129986127,NORMAL,HIGH
15.7125185023865,39.65386737101639,76.76399433719088,55.90225856531032,103.28337265088145,7.228787743983024,32.92777215825281,WARNING,MEDIUM
12.583828121033516,14.730735196935774,91.25966351950736,80.20036221569598,86.30386327725444,7.684335680311051,80.8160294669353,WARNING,MEDIUM
24.883723529371366,25.17093409681392,118.41785791841917,44.468524236388696,123.94158913106916,4.969276647922155,83.71888146210003,NORMAL,MEDIUM
14.925910360689212,49.687373705787294,25.300360829731524,75.44205857352281,80.49779652666726,9.242337665784232,84.9106502532148,NORMAL,LOW
30.483395046219506,19.278338777131843,16.315379866652453,53.297442454041814,74.71876804680447,0.6909607908461518,96.54927888176243,WARNING,MEDIUM
16.46057936880088,24.950981584308348,71.63716116698916,37.52287859063239,88.43020169256445,11.074575271538261,73.89095178594015,WARNING,HIGH
28.192585987645874,44.98126832247234,61.68698694645963,76.69810171320083,70.87803820253244,11.905551904414589,42.11563047483785,NORMAL,LOW
26.03799857055275,31.2362360604212,97.83904620192871,68.224137845744,81.27168783068251,6.013810018563423,30.530625118167325,NORMAL,LOW
18.60068174423798,49.898020281964634,90.85508633312838,60.21964395909233,124.50595404335175,10.754989031359552,89.39422157069035,NORMAL,MEDIUM
42.224194326173816,26.931389160189024,69.96632854505478,56.78157502931853,86.04743367926956,7.594615623139684,17.730201638682033,NORMAL,MEDIUM
18.389424859683828,23.847455414340025,116.41825749145801,67.12217729215283,115.55864860706288,6.409373529108862,71.92265154285059,NORMAL,MEDIUM
6.392240677208353,19.8846146008319,39.689860551593256,99.58549721258355,101.28884472322743,1.6908058593935045,98.37368275116995,NORMAL,LOW
51.291897465265514,42.618700996822135,14.071642106692154,26.036048028090953,108.49208658607117,5.853813917651246,73.26992675244199,WARNING,MEDIUM
45.398180036619124,26.773732895805257,91.50218873039849,34.121706037317054,80.40382344558977,11.123865519869195,17.57924488572527,NORMAL,HIGH
41.258403144572775,46.271913007987294,31.905399420716726,62.15129726723784,78.00376613351521,6.51075619803653,65.76703210158077,WARNING,LOW
28.88395117825867,42.2616721385993,22.744151632500124,99.42500011159949,85.83832045941004,9.078681147480836,12.838914148033338,NORMAL,MEDIUM
19.865566250759123,45.852513720016326,24.49231239633469,43.119697533646395,84.95157154636878,8.894157517371994,72.72900676217748,WARNING,LOW
11.743145069023141,10.801195111131868,107.24463481686058,84.13006520230753,87.5035423093322,1.709028632763775,81.11551443464802,NORMAL,MEDIUM
8.014372467216091,24.203351878740218,61.335514531016344,39.4676596183892,80.51428441049048,8.299915672794146,21.42365677938773,NORMAL,MEDIUM
19.884773646562525,48.040541306305585,29.05146694211688,41.318533853635245,120.6199170902133,12.31514386599915,63.56099611006328,WARNING,MEDIUM
39.59268311337854,40.14544783003812,40.50519602371854,99.74401069581856,97.50103552504804,11.481701443659205,72.53307596251716,NORMAL,LOW
10.902932798009136,49.21312746626572,88.8994284634038,65.31989149962979,66.12233167442976,4.28488981136264,83.55770172980168,NORMAL,LOW
59.22412690530952,28.012130174070066,75.42683061774635,95.56559601251625,126.612527486021,6.687318881046676,53.406521458257174,NORMAL,MEDIUM
59.51451808125625,49.193524567899026,72.34327035053072,99.73110790212597,94.40541389927883,0.4949939379258378,19.460764901222365,NORMAL,MEDIUM
24.23412196083531,17.39436232672041,35.934823020220094,76.64014946657855,89.97585641355855,3.9585610869342114,20.076797785688633,NORMAL,MEDIUM
53.16747416498914,26.650848285211115,50.22519516237482,23.270788142256393,69.45435315928657,11.91806673404582,91.01165254457192,WARNING,CRITICAL
34.77793180291404,37.37458188404398,101.25285529592789,83.31821932201684,67.84338052413142,9.936155061468941,18.55442027678296,NORMAL,MEDIUM
9.587401960493331,31.776923221105328,27.391903618531554,22.313589569717436,95.73726027787166,6.5284386965565755,38.254658656155456,WARNING,MEDIUM
21.144746671477556,43.701736123568075,104.18917978742621,70.38466785283666,110.21054558216508,12.43632674313308,34.59771520428943,NORMAL,MEDIUM
41.65237553986679,44.02492575682161,90.45201532646125,82.36242822392498,71.94794714043601,4.57106746572372,37.34333787643708,NORMAL,LOW
52.58286795084412,31.63888442453841,42.7124377898981,40.67460018776145,113.70210585808658,0.6059548583150415,54.62836582232876,NORMAL,MEDIUM
24.522972604087304,48.269046718428534,10.015537062088987,20.67757250009653,96.06590384763746,8.21881528137535,38.918562417307776,NORMAL,LOW
6.106418678148392,14.547977610563837,110.59737799227308,53.3717832338973,96.3480305860652,3.2316716568325936,55.240929200529,WARNING,MEDIUM
10.403552308793723,15.234592108935772,111.69114416350715,41.888915354306846,104.52246659145416,3.4652238158594875,12.47974370069645,NORMAL,MEDIUM
36.02911842607271,43.848056306176105,68.17782581871921,28.069830543679004,72.97672770920474,1.1663858170139019,60.7317155790583,WARNING,MEDIUM
48.018278957490345,32.43171430669859,36.72642743039141,62.19864292966476,117.82441155563929,12.334318150422396,98.68664460487122,NORMAL,MEDIUM
11.405584326492054,48.553234480144965,34.5124855426095,21.255782295886156,65.18761001130605,14.657937486658591,48.97564828900324,NORMAL,MEDIUM
13.718062669787702,22.01301139564109,86.96653672187558,91.17237392125998,65.45621953734899,7.358369741527097,38.70826610728733,NORMAL,LOW
5.872889410911429,42.68532161998171,45.752970296658056,73.66610655680202,112.47169015199623,5.28190982225917,82.03700472872163,NORMAL,LOW
10.9339118908652,28.965491435904866,72.31648365933705,45.926350343362216,103.77080500891262,1.6289803544353672,78.824566748588,WARNING,MEDIUM
53.61753933347993,17.762458170563875,44.284163255003996,89.53760379753554,110.9574392460996,13.940030634621294,79.63809091454344,NORMAL,MEDIUM
57.89040846393555,30.979454708938565,115.1702442679531,97.72108145499027,66.58519700732161,11.0292135504746,64.86558756909798,NORMAL,HIGH
55.273068792783334,37.08512655256798,100.57861074246956,35.74211445603901,82.33057160677336,1.712972802760682,51.35178521162929,NORMAL,MEDIUM
55.80559770793514,47.35277241186338,20.763826371420116,36.40411162333737,102.68519113445916,8.952838247799972,13.515619892278604,NORMAL,MEDIUM
57.42220466215317,41.39938476327896,118.54963045457484,38.06749562036022,90.26685528134148,9.534282017121816,75.57781969654626,NORMAL,HIGH
53.99361349032802,38.241960758463584,119.85970124945425,81.96585355641805,124.90168707488553,12.171568973594367,60.93078880597286,WARNING,CRITICAL
12.216767633669974,29.624930715953816,85.66847997465776,72.31798775072177,76.59970207476255,3.1791341054031053,95.39058929760047,NORMAL,LOW
29.775965500893104,36.540481958763806,54.066568794988136,33.20504782559162,91.82669789537287,5.246545449906915,78.02665089129484,WARNING,MEDIUM
20.84567614332638,23.890448933333943,21.5156780973702,41.859760640743715,62.475484781688266,12.107383212088251,45.401404410744945,NORMAL,LOW
56.62085287151831,35.017375658722564,53.288291280883115,27.47431205733396,84.92186145663628,14.857925897122579,92.37263984165983,WARNING,CRITICAL
21.762328407051214,16.97910091713071,48.33809101023505,78.25377817363108,109.37567215554145,1.6129117389642271,42.62005124170102,NORMAL,MEDIUM
35.35266550209749,49.63090631228832,13.985998481643954,40.88132340289461,96.19924562332457,2.4003896454206073,13.055838801631854,NORMAL,LOW
53.67472004883175,33.591762345311146,35.17181696518765,64.79511619590059,78.79179653216727,8.097158388512382,60.41644543461831,WARNING,MEDIUM
51.93108983476438,28.877881455225463,101.99699326031727,34.7117485062988,127.23988000952852,6.818293205421764,95.211230081882,NORMAL,MEDIUM
14.590917144417332,17.670198048872475,103.56102887629285,64.64906216707045,60.39552528256108,6.70453499192659,72.10125147580882,NORMAL,LOW
23.673438385174133,32.38511081762009,42.66707978187816,71.36547263001343,78.15376873134814,12.991680929541241,93.81707757674123,WARNING,MEDIUM
